Dex #,Name,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,BST,Generation,Starter,Psuedo-Legendary,Alolan,Galarian,Hisuian,Paldean,Sub-Legendary,Legendary,Mythical,Ultra Beast,Paradox,Mega,Gigantamax,Terastal,Ranking,Ranking Gen
489,Phione,Water,,Hydration,,,80,80,80,80,80,80,480,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
490,Manaphy,Water,,Hydration,,,100,100,100,100,100,100,600,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SV
491,Darkrai,Dark,,Bad Dreams,,,70,90,90,135,90,125,600,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
492,Shaymin,Grass,,Natural Cure,,,100,100,100,100,100,100,600,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
492,Shaymin (Sky),Grass,Flying,Serene Grace,,,100,103,75,120,75,127,600,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus,Normal,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Bug),Bug,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Dark),Dark,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Dragon),Dragon,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Electric),Electric,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Fairy),Fairy,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Fighting),Fighting,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Fire),Fire,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Flying),Flying,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Ghost),Ghost,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Grass),Grass,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Ground),Ground,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Ice),Ice,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Poison),Poison,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Psychic),Psychic,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Rock),Rock,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Steel),Steel,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
493,Arceus (Water),Water,,Multitype,,,120,120,120,120,120,120,720,Gen IV,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SV
494,Victini,Psychic,Fire,Victory Star,,,100,100,100,100,100,100,600,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SS
495,Snivy,Grass,,Overgrow,,Contrary,45,45,55,45,55,63,308,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
496,Servine,Grass,,Overgrow,,Contrary,60,60,75,60,75,83,413,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SM
497,Serperior,Grass,,Overgrow,,Contrary,75,75,95,75,95,113,528,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SM
498,Tepig,Fire,,Blaze,,Thick Fat,65,63,45,45,45,45,308,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
499,Pignite,Fire,Fighting,Blaze,,Thick Fat,90,93,55,70,55,55,418,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SM
500,Emboar,Fire,Fighting,Blaze,,Reckless,110,123,65,100,65,65,528,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NUBL,SM
501,Oshawott,Water,,Torrent,,Shell Armor,55,55,45,63,45,45,308,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
502,Dewott,Water,,Torrent,,Shell Armor,75,75,60,83,60,60,413,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
503,Hisuian Samurott,Water,Dark,Torrent,,Sharpness,90,108,80,100,65,85,528,Gen VIII,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SV
503,Samurott,Water,,Torrent,,Shell Armor,95,100,85,108,70,70,528,Gen V,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
504,Patrat,Normal,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
505,Watchog,Normal,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SM
506,Lillipup,Normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
507,Herdier,Normal,,Illuminate,Sand Rush,Scrappy,65,80,65,35,65,60,370,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
508,Stoutland,Normal,,Illuminate,Sand Rush,Scrappy,85,110,90,45,90,80,500,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
509,Purrloin,Dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
510,Liepard,Dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
511,Pansage,Grass,,Gluttony,,Overgrow,50,53,48,53,48,64,316,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
512,Simisage,Grass,,Gluttony,,Overgrow,75,98,63,98,63,101,498,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SM
513,Pansear,Fire,,Gluttony,,Blaze,50,53,48,53,48,64,316,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
514,Simisear,Fire,,Gluttony,,Blaze,75,98,63,98,63,101,498,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SM
515,Panpour,Water,,Gluttony,,Torrent,50,53,48,53,48,64,316,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
516,Simipour,Water,,Gluttony,,Torrent,75,98,63,98,63,101,498,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SM
517,Munna,Psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
518,Musharna,Psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
519,Pidove,Normal,Flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
520,Tranquill,Normal,Flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
521,Unfezant,Normal,Flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
522,Blitzle,Electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SM
523,Zebstrika,Electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SM
524,Roggenrola,Rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
525,Boldore,Rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
526,Gigalith,Rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SS
527,Woobat,Psychic,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
528,Swoobat,Psychic,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
529,Drilbur,Ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
530,Excadrill,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UU,SS
531,Audino,Normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SS
531,Mega Audino,Normal,Fairy,Healer,,,103,60,126,80,126,50,545,Gen VI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NU,SM
532,Timburr,Fighting,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
533,Gurdurr,Fighting,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
534,Conkeldurr,Fighting,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UU,SV
535,Tympole,Water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
536,Palpitoad,Water,Ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
537,Seismitoad,Water,Ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RU,SS
538,Throh,Fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
539,Sawk,Fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
540,Sewaddle,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
541,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
542,Leavanny,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
543,Venipede,Bug,Poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
544,Whirlipede,Bug,Poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
545,Scolipede,Bug,Poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RUBL,SS
546,Cottonee,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
547,Whimsicott,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SS
548,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
549,Hisuian Lilligant,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,70,105,75,50,75,105,480,Gen VIII,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RUBL,SV
549,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PUBL,SV
550,Basculin (Blue-Striped),Water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,460,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
550,Basculin (Red-Striped),Water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
550,Basculin (White-Striped),Water,,Rattled,Adaptability,Mold Breaker,70,92,65,80,55,98,460,Gen VIII,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
551,Sandile,Ground,Dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
552,Krokorok,Ground,Dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
553,Krookodile,Ground,Dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RU,SV
554,Darumaka,Fire,,Hustle,,Inner Focus,70,90,45,15,45,50,315,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
554,Galarian Darumaka,Ice,,Hustle,,Inner Focus,70,90,45,15,45,50,315,Gen VIII,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
555,Darmanitan,Fire,,Sheer Force,,Zen Mode,105,140,55,30,55,95,480,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UU,SS
555,Darmanitan (Zen),Fire,Psychic,,,Zen Mode,105,30,105,140,105,55,540,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UU,SS
555,Galarian Darmanitan,Ice,,Gorilla Tactics,,Zen Mode,105,140,55,30,55,95,480,Gen VIII,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SS
555,Galarian Darmanitan (Zen),Ice,Fire,,,Zen Mode,105,160,55,30,55,135,540,Gen VIII,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SS
556,Maractus,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
557,Dwebble,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
558,Crustle,Bug,Rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
559,Scraggy,Dark,Fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
560,Scrafty,Dark,Fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PUBL,SS
561,Sigilyph,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NUBL,SS
562,Galarian Yamask,Ground,Ghost,Wandering Spirit,,,38,55,85,30,65,30,303,Gen VIII,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
562,Yamask,Ghost,,Mummy,,,38,30,85,55,65,30,303,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
563,Cofagrigus,Ghost,,Mummy,,,58,50,145,95,105,30,483,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
564,Tirtouga,Water,Rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
565,Carracosta,Water,Rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
566,Archen,Rock,Flying,Defeatist,,,55,112,45,74,45,70,401,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
567,Archeops,Rock,Flying,Defeatist,,,75,140,65,112,65,110,567,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SS
568,Trubbish,Poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
569,Garbodor,Poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,Gen V,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SS
569,G-Max Garbodor,Poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
